81098.648,-2048.000,0.000,0.000,0.000,13.050,22.903
81098.664,-2048.000,0.000,0.000,0.000,13.050,22.903
81098.687,-2048.000,0.000,0.000,0.000,13.050,22.903
81098.703,-2048.000,0.000,0.000,0.000,13.050,22.903
81098.718,-2048.000,0.000,0.000,0.000,13.050,22.903
81098.734,-2048.000,0.000,0.000,0.000,13.050,22.903
81098.750,-2048.000,0.000,0.000,0.000,13.050,22.903
81098.765,-2048.000,0.000,0.000,0.000,13.050,22.903
81098.781,-2048.000,0.000,0.000,0.000,13.050,22.903
81098.796,-2048.000,0.000,0.000,0.000,13.050,22.903
81098.812,-2048.000,0.000,0.000,0.000,13.050,22.903
81098.828,-2048.000,0.000,0.000,0.000,13.050,22.903
81098.843,-2048.000,0.000,0.000,0.000,13.050,22.903
81098.859,-2048.000,0.000,0.000,0.000,13.050,22.903
81098.875,-2048.000,0.000,0.000,0.000,13.050,22.903
81098.890,-2048.000,0.000,0.000,0.000,13.050,22.903
81098.906,-2048.000,0.000,0.000,0.000,13.050,22.903
81098.921,-2048.000,0.000,0.000,0.000,13.050,22.903
81098.937,-2048.000,0.000,0.000,0.000,13.050,22.903
81098.953,-2048.000,0.000,0.000,0.000,13.050,22.903
81098.968,-2048.000,0.000,0.000,0.000,13.050,22.903
81098.984,-2048.000,0.000,0.000,0.000,13.050,22.903
81098.000,-2048.000,0.000,0.000,0.000,13.050,22.903
81099.023,-2048.000,0.000,0.000,0.000,13.050,22.903
81099.039,-2048.000,0.000,0.000,0.000,13.050,22.903
81099.054,-2048.000,0.000,0.000,0.000,13.050,22.903
81099.070,-2048.000,0.000,0.000,0.000,13.050,22.903
81099.085,-2048.000,0.000,0.000,0.000,13.050,22.903
81099.101,-2048.000,0.000,0.000,0.000,13.050,22.903
81099.117,-2048.000,0.000,0.000,0.000,13.050,22.903
81099.132,-2048.000,0.000,0.000,0.000,13.050,22.903
81099.148,-2048.000,0.000,0.000,0.000,13.050,22.903
81099.164,-2048.000,0.000,0.000,0.000,13.050,22.903
81099.171,-2048.000,0.000,0.000,0.000,13.050,22.903
81099.187,-2048.000,0.000,0.000,0.000,13.050,22.903
81099.203,-2048.000,0.000,0.000,0.000,13.050,23.548
81099.226,-2048.000,0.000,0.000,0.000,13.050,23.548
81099.242,-2048.000,0.000,0.000,0.000,13.050,23.548
81099.257,-2048.000,0.000,0.000,0.000,13.050,23.548
81099.273,-2048.000,0.000,0.000,0.000,13.050,23.548
81099.289,-2048.000,0.000,0.000,0.000,13.050,23.548
81099.304,-2048.000,0.000,0.000,0.000,13.050,23.548
81099.320,-2048.000,0.000,0.000,0.000,13.050,22.903
81099.343,-2048.000,0.000,0.000,0.000,13.050,22.903
