"Latest: Time (s)","Latest: Temperature 1 (°C)","Latest: Temperature 2 (°C)","Latest: Temperature 3 (°C)","Latest: Force (N)"
793.7,37.8799448819,37.371664691,39.099911422,-0.000402933364967
793.8,37.8799448819,37.3470858784,39.099911422,0.0060440004745
793.9,37.8799448819,37.371664691,39.099911422,0.0060440004745
794,37.8799448819,37.3470858784,39.099911422,-0.000402933364967
794.1,37.8799448819,37.3470858784,39.099911422,-0.0136997344089
794.2,37.8799448819,37.3470858784,39.099911422,-0.0201466682483
794.3,37.8799448819,37.3470858784,39.099911422,-0.00684986720444
794.4,37.8799448819,37.3470858784,39.099911422,-0.0201466682483
794.5,37.8552409679,37.3225129766,39.099911422,-0.00684986720444
794.6,37.8799448819,37.3470858784,39.099911422,-0.00684986720444
794.7,37.8552409679,37.3225129766,39.099911422,-0.00684986720444
794.8,37.8799448819,37.3470858784,39.099911422,-0.000402933364967
794.9,37.8552409679,37.3470858784,39.099911422,-0.000402933364967
795,37.8799448819,37.3470858784,39.0733208633,-0.00684986720444
795.1,37.8552409679,37.3470858784,39.099911422,-0.0201466682483
795.2,37.8799448819,37.3225129766,39.099911422,-0.0201466682483
795.3,37.8799448819,37.3225129766,39.0733208633,-0.00684986720444
795.4,37.8552409679,37.3225129766,39.0733208633,-0.00684986720444
795.5,37.8799448819,37.3470858784,39.0733208633,-0.000402933364967
795.6,37.8552409679,37.3225129766,39.099911422,-0.00684986720444
795.7,37.8552409679,37.3225129766,39.0733208633,-0.00684986720444
795.8,37.8552409679,37.3225129766,39.0733208633,0.0060440004745
795.9,37.8552409679,37.3225129766,39.0733208633,-0.0136997344089
796,37.8552409679,37.3470858784,39.0483016117,-0.00684986720444
796.1,37.8552409679,37.3225129766,39.0483016117,-0.0201466682483
796.2,37.8552409679,37.3225129766,39.0483016117,-0.0136997344089
796.3,37.8552409679,37.3225129766,39.0733208633,-0.0136997344089
796.4,37.8552409679,37.3225129766,39.0483016117,-0.000402933364967
796.5,37.8552409679,37.3225129766,39.0733208633,-0.00684986720444
796.6,37.8552409679,37.3225129766,39.0483016117,0.0060440004745
796.7,37.8289998599,37.3225129766,39.0483016117,-0.000402933364967
796.8,37.8289998599,37.3225129766,39.0483016117,-0.00684986720444
796.9,37.8289998599,37.3470858784,39.0483016117,-0.0136997344089
797,37.8289998599,37.3470858784,39.0483016117,-0.0136997344089
797.1,37.8552409679,37.3225129766,39.0483016117,-0.00684986720444
797.2,37.8289998599,37.3470858784,39.0483016117,-0.000402933364967
797.3,37.8289998599,37.3225129766,39.0483016117,-0.00684986720444
797.4,37.8552409679,37.3470858784,39.0483016117,-0.000402933364967
797.5,37.8289998599,37.3225129766,39.0483016117,-0.000402933364967
797.6,37.8289998599,37.3470858784,39.0483016117,-0.00684986720444
797.7,37.8043087318,37.3225129766,39.0483016117,-0.00684986720444
797.8,37.8289998599,37.3225129766,39.0483016117,-0.0201466682483
797.9,37.8043087318,37.3225129766,39.0483016117,-0.00684986720444
798,37.8043087318,37.3225129766,39.0483016117,-0.000402933364967
798.1,37.8043087318,37.3225129766,39.0483016117,-0.000402933364967
798.2,37.8043087318,37.3225129766,39.0483016117,-0.00684986720444
798.3,37.8043087318,37.3470858784,39.0483016117,-0.00684986720444
798.4,37.8043087318,37.3225129766,39.0483016117,-0.00684986720444
798.5,37.8043087318,37.3225129766,39.0483016117,-0.0201466682483
798.6,37.8043087318,37.3225129766,39.0483016117,-0.0201466682483
798.7,37.8043087318,37.3225129766,39.0733208633,-0.00684986720444
