-23.107,3576.881,-25.241,0,0,0,12.45,20.323
-23.089,3576.899,-25.241,0,0,0,12.45,20.323
-23.074,3576.914,-25.24,0,0,0,12.45,20.323
-23.059,3576.929,-25.241,0,0,0,12.45,20.323
-23.044,3576.944,-25.241,0,0,0,12.45,20.323
-23.029,3576.959,-25.241,0,0,0,12.45,20.323
-23.014,3576.974,-25.24,0,0,0,12.45,20.323
-22.999,3576.989,-25.241,0,0,0,12.45,20.323
-22.984,3577.004,-25.241,0,0,0,12.45,20.323
-22.969,3577.019,-25.241,0,0,0,12.45,20.323
-22.954,3577.034,-25.241,0,0,0,12.45,20.323
-22.94,3577.048,-25.241,0,0,0,12.45,20.323
-22.925,3577.063,-25.241,0,0,0,12.45,20.323
-22.91,3577.078,-25.241,0,0,0,12.45,20.323
-22.895,3577.093,-25.241,0,0,0,12.45,20.323
-22.88,3577.108,-25.241,0,0,0,12.45,20.323
-22.865,3577.123,-25.241,0,0,0,12.45,20.323
-22.85,3577.138,-25.241,0,0,0,12.45,20.323
-22.835,3577.153,-25.241,0,0,0,12.45,20.323
-22.82,3577.168,-25.241,0,0,0,12.45,20.323
-22.804,3577.184,-25.241,0,0,0,12.45,20.323
-22.789,3577.199,-25.241,0,0,0,12.45,20.323
-22.774,3577.214,-25.241,0,0,0,12.45,20.323
-22.758,3577.23,-25.24,0,0,0,12.45,20.323
-22.743,3577.245,-25.241,0,0,0,12.45,20.323
-22.728,3577.26,-25.241,0,0,0,12.45,20.323
-22.712,3577.276,-25.241,0,0,0,12.45,20.323
-22.697,3577.291,-25.241,0,0,0,12.45,20.323
-22.683,3577.305,-25.241,0,0,0,12.45,20.323
-22.668,3577.32,-25.241,0,0,0,12.45,20.323
-22.653,3577.335,-25.241,0,0,0,12.45,20.323
-22.638,3577.35,-25.241,0,0,0,12.45,20.323
-22.622,3577.366,-25.241,0,0,0,12.45,20.323
-22.607,3577.381,-25.241,0,0,0,12.45,20.323
-22.592,3577.396,-25.241,0,0,0,12.45,20.323
-22.577,3577.411,-25.241,0,0,0,12.45,20.323
-22.562,3577.426,-25.241,0,0,0,12.45,20.323
-22.547,3577.441,-25.241,0,0,0,12.45,20.323
-22.532,3577.456,-25.241,0,0,0,12.45,20.323
-22.517,3577.471,-25.241,0,0,0,12.45,20.323
-22.502,3577.486,-25.241,0,0,0,12.45,20.323
-22.486,3577.502,-25.241,0,0,0,12.45,20.323
-22.471,3577.517,-25.241,0,0,0,12.45,20.323
-22.456,3577.532,-25.241,0,0,0,12.45,20.323
-22.442,3577.546,-25.241,0,0,0,12.45,20.323
-22.426,3577.562,-25.24,0,0,0,12.45,20.323
-22.411,3577.577,-25.241,0,0,0,12.45,20.323
-22.396,3577.592,-25.241,0,0,0,12.45,20.323
-22.381,3577.607,-25.241,0,0,0,12.45,20.323
-22.366,3577.622,-25.241,0,0,0,12.45,20.323
-22.351,3577.637,-25.241,0,0,0,12.45,20.323
-22.336,3577.652,-25.241,0,0,0,12.45,20.323
-22.321,3577.667,-25.241,0,0,0,12.45,20.323
-22.306,3577.682,-25.241,0,0,0,12.45,20.323
-22.291,3577.697,-25.241,0,0,0,12.45,20.323
-22.276,3577.712,-25.241,0,0,0,12.45,20.323
-22.261,3577.727,-25.241,0,0,0,12.45,20.323
-22.246,3577.742,-25.241,0,0,0,12.45,20.323
-22.23,3577.758,-25.241,0,0,0,12.45,20.323
-22.214,3577.774,-25.241,0,0,0,12.45,20.323
-22.199,3577.789,-25.241,0,0,0,12.45,20.323
-22.184,3577.804,-25.241,0,0,0,12.45,20.323
-22.169,3577.819,-25.241,0,0,0,12.45,20.323
-22.153,3577.835,-25.241,0,0,0,12.45,20.323
-22.138,3577.85,-25.241,0,0,0,12.45,20.323
-22.123,3577.865,-25.241,0,0,0,12.45,20.323
-22.108,3577.88,-25.241,0,0,0,12.45,20.323
-22.093,3577.895,-25.241,0,0,0,12.45,20.323
-22.078,3577.91,-25.241,0,0,0,12.45,20.323
-22.062,3577.926,-25.241,0,0,0,12.45,20.323
-22.046,3577.942,-25.241,0,0,0,12.45,20.323
-22.03,3577.958,-25.241,0,0,0,12.45,20.323
-22.015,3577.973,-25.241,0,0,0,12.45,20.323
-22,3577.988,-25.241,0,0,0,12.45,20.323
-21.985,3578.003,-25.241,0,0,0,12.45,20.323
-21.971,3578.017,-25.241,0,0,0,12.45,20.323
-21.956,3578.032,-25.241,0,0,0,12.45,20.323
-21.941,3578.047,-25.241,0,0,0,12.45,20.323
-21.926,3578.062,-25.241,0,0,0,12.45,20.323
-21.91,3578.078,-25.241,0,0,0,12.45,20.323
-21.895,3578.093,-25.241,0,0,0,12.45,20.323
-21.88,3578.108,-25.241,0,0,0,12.45,20.323
-21.865,3578.123,-25.241,0,0,0,12.45,20.323
-21.85,3578.138,-25.241,0,0,0,12.45,20.323
-21.835,3578.153,-25.241,0,0,0,12.45,20.323
-21.82,3578.168,-25.241,0,0,0,12.45,20.323
-21.805,3578.183,-25.241,0,0,0,12.45,20.323
-21.789,3578.199,-25.241,0,0,0,12.45,20.323
-21.774,3578.214,-25.241,0,0,0,12.45,20.323
-21.759,3578.229,-25.241,0,0,0,12.45,20.323
-21.745,3578.243,-25.241,0,0,0,12.45,20.323
-21.73,3578.258,-25.241,0,0,0,12.45,20.323
-21.714,3578.274,-25.241,0,0,0,12.45,20.323
-21.698,3578.29,-25.241,0,0,0,12.45,20.323
-21.683,3578.305,-25.241,0,0,0,12.45,20.323
-21.668,3578.32,-25.241,0,0,0,12.45,20.323
-21.653,3578.335,-25.241,0,0,0,12.45,20.323
-21.638,3578.35,-25.241,0,0,0,12.45,20.323
-21.623,3578.365,-25.241,0,0,0,12.45,20.323
-21.608,3578.38,-25.241,0,0,0,12.45,20.323
-21.593,3578.395,-25.241,0,0,0,12.45,20.323
-21.578,3578.41,-25.241,0,0,0,12.45,20.323
-21.563,3578.425,-25.241,0,0,0,12.45,20.323
-21.548,3578.44,-25.241,0,0,0,12.45,20.323
-21.533,3578.455,-25.241,0,0,0,12.45,20.323
-21.519,3578.469,-25.241,0,0,0,12.45,20.323
-21.504,3578.484,-25.241,0,0,0,12.45,20.323
-21.489,3578.499,-25.241,0,0,0,12.45,20.323
-21.473,3578.515,-25.241,0,0,0,12.45,20.323
-21.458,3578.53,-25.24,0,0,0,12.45,20.323
-21.443,3578.545,-25.241,0,0,0,12.45,20.323
-21.428,3578.56,-25.241,0,0,0,12.45,20.323
-21.413,3578.575,-25.241,0,0,0,12.45,20.323
-21.397,3578.591,-25.241,0,0,0,12.45,20.323
-21.382,3578.606,-25.241,0,0,0,12.45,20.323
-21.367,3578.621,-25.241,0,0,0,12.45,20.323
-21.352,3578.636,-25.241,0,0,0,12.45,20.323
-21.337,3578.651,-25.241,0,0,0,12.45,20.323
-21.323,3578.665,-25.241,0,0,0,12.45,20.323
-21.308,3578.68,-25.241,0,0,0,12.45,20.323
-21.293,3578.695,-25.241,0,0,0,12.45,20.323
-21.278,3578.71,-25.241,0,0,0,12.45,20.323
-21.261,3578.727,-25.241,0,0,0,12.45,20.323
-21.246,3578.742,-25.241,0,0,0,12.45,20.323
-21.231,3578.757,-25.241,0,0,0,12.45,20.323
-21.216,3578.772,-25.241,0,0,0,12.45,20.323
-21.201,3578.787,-25.241,0,0,0,12.45,20.323
-21.185,3578.803,-25.241,0,0,0,12.45,20.968
-21.17,3578.818,-25.241,0,0,0,12.45,20.968
-21.155,3578.833,-25.241,0,0,0,12.45,20.968
-21.14,3578.848,-25.24,0,0,0,12.45,20.968
-21.124,3578.864,-25.241,0,0,0,12.45,20.968
-21.109,3578.879,-25.241,0,0,0,12.45,20.968
-21.094,3578.894,-25.241,0,0,0,12.45,20.968
-21.079,3578.909,-25.241,0,0,0,12.45,20.968
-21.064,3578.924,-25.241,0,0,0,12.45,20.323
-21.049,3578.939,-25.241,0,0,0,12.45,20.323
-21.034,3578.954,-25.241,0,0,0,12.45,20.323
-21.019,3578.969,-25.241,0,0,0,12.45,20.323
-21.004,3578.984,-25.241,0,0,0,12.45,20.323
-20.99,3578.998,-25.241,0,0,0,12.45,20.323
-20.975,3579.013,-25.241,0,0,0,12.45,20.323
-20.96,3579.028,-25.241,0,0,0,12.45,20.323
-20.945,3579.043,-25.241,0,0,0,12.45,20.968
-20.93,3579.058,-25.241,0,0,0,12.45,20.968
-20.915,3579.073,-25.241,0,0,0,12.45,20.968
-20.899,3579.089,-25.241,0,0,0,12.45,20.968
-20.884,3579.104,-25.241,0,0,0,12.45,20.968
-20.869,3579.119,-25.241,0,0,0,12.45,20.968
