"Latest: Time (s)","Latest: Force (N)","Latest: Temperature 1 (°C)","Latest: Temperature 2 (°C)","Latest: Temperature 3 (°C)"
0,0.0205496016133,23.0727876184,23.1963724484,23.190557537
0.1,-0.00564106710954,23.0247972489,23.148396957,23.1425813611
0.2,-0.00564106710954,23.0247972489,23.148396957,23.1425813611
0.3,-0.00564106710954,23.0247972489,23.148396957,23.1425813611
0.4,0.000805866729934,23.0247972489,23.148396957,23.1425813611
0.5,0.000805866729934,23.0247972489,23.148396957,23.1425813611
0.6,0.000805866729934,23.0247972489,23.148396957,23.1425813611
0.7,0.000805866729934,23.0247972489,23.148396957,23.1425813611
0.8,0.000805866729934,23.0247972489,23.148396957,23.1425813611
0.9,-0.00564106710954,23.0247972489,23.148396957,23.1425813611
1,0.000805866729934,23.0247972489,23.148396957,23.1425813611
1.1,0.0072528005694,23.0247972489,23.148396957,23.1425813611
1.2,-0.00564106710954,23.0015270503,23.148396957,23.1425813611
1.3,0.000805866729934,23.0015270503,23.1251340699,23.1425813611
1.4,-0.00564106710954,23.0015270503,23.148396957,23.1425813611
1.5,-0.00564106710954,23.0247972489,23.148396957,23.1425813611
1.6,0.0072528005694,23.0015270503,23.1251340699,23.1193181376
1.7,0.000805866729934,23.0247972489,23.148396957,23.1193181376
1.8,0.000805866729934,23.0015270503,23.1251340699,23.1425813611
1.9,-0.00564106710954,23.0015270503,23.1251340699,23.1425813611
2,0.0072528005694,23.0015270503,23.1251340699,23.1193181376
2.1,0.0072528005694,23.0015270503,23.148396957,23.1193181376
2.2,-0.00564106710954,23.0015270503,23.1251340699,23.1193181376
2.3,-0.00564106710954,23.0015270503,23.1251340699,23.1193181376
2.4,-0.00564106710954,23.0015270503,23.1251340699,23.1425813611
2.5,-0.00564106710954,23.0015270503,23.1251340699,23.1193181376
2.6,0.000805866729934,23.0015270503,23.1251340699,23.1193181376
2.7,-0.00564106710954,23.0015270503,23.1251340699,23.1193181376
2.8,-0.00564106710954,23.0015270503,23.1251340699,23.1193181376
2.9,0.000805866729934,23.0015270503,23.1251340699,23.1193181376
3,-0.012490934314,23.0015270503,23.1251340699,23.0945994794
3.1,-0.00564106710954,23.0015270503,23.1251340699,23.0945994794
3.2,0.000805866729934,23.0015270503,23.1251340699,23.1193181376
3.3,0.000805866729934,23.0015270503,23.1251340699,23.0945994794
3.4,-0.00564106710954,23.0015270503,23.1251340699,23.0945994794
3.5,-0.00564106710954,23.0015270503,23.1251340699,23.0945994794
3.6,0.0072528005694,23.0015270503,23.1251340699,23.0945994794
3.7,0.000805866729934,23.0015270503,23.1251340699,23.0945994794
3.8,0.000805866729934,23.0015270503,23.1251340699,23.0945994794
3.9,-0.00564106710954,23.0015270503,23.1251340699,23.0945994794
4,-0.00564106710954,23.0015270503,23.1251340699,23.0945994794
4.1,0.000805866729934,23.0015270503,23.1251340699,23.0945994794
4.2,0.000805866729934,23.0015270503,23.1251340699,23.0945994794
4.3,-0.00564106710954,23.0015270503,23.1251340699,23.0945994794
4.4,0.000805866729934,23.0015270503,23.1251340699,23.0945994794
4.5,-0.00564106710954,23.0015270503,23.1251340699,23.1193181376
4.6,-0.00564106710954,23.0015270503,23.1251340699,23.1193181376
4.7,-0.00564106710954,23.0015270503,23.1251340699,23.0945994794
4.8,0.0072528005694,23.0015270503,23.1251340699,23.0945994794
4.9,-0.00564106710954,23.0015270503,23.1251340699,23.0945994794
5,-0.00564106710954,23.0015270503,23.1251340699,23.0945994794
5.1,0.000805866729934,23.0015270503,23.1251340699,23.0945994794
5.2,-0.00564106710954,23.0015270503,23.1251340699,23.0945994794
5.3,-0.00564106710954,23.0015270503,23.1251340699,23.0945994794
5.4,-0.00564106710954,23.0015270503,23.1251340699,23.0945994794
5.5,0.000805866729934,23.0015270503,23.1251340699,23.0945994794
5.6,0.0141026677738,23.0015270503,23.148396957,23.0945994794
5.7,-0.00564106710954,23.0015270503,23.1251340699,23.0945994794
5.8,-0.00564106710954,23.0015270503,23.1251340699,23.0945994794
5.9,-0.00564106710954,23.0015270503,23.148396957,23.0945994794
6,-0.00564106710954,23.0015270503,23.1251340699,23.0945994794
6.1,-0.00564106710954,23.0015270503,23.148396957,23.0945994794
6.2,-0.00564106710954,23.0015270503,23.148396957,23.0945994794
6.3,-0.00564106710954,23.0015270503,23.1251340699,23.1193181376
6.4,-0.00564106710954,23.0015270503,23.1251340699,23.0945994794
6.5,-0.00564106710954,23.0015270503,23.1251340699,23.0713334514
6.6,-0.00564106710954,23.0015270503,23.1251340699,23.0945994794
6.7,-0.00564106710954,23.0015270503,23.1251340699,23.0945994794
6.8,0.000805866729934,23.0015270503,23.1251340699,23.0713334514
6.9,0.000805866729934,23.0015270503,23.148396957,23.0945994794
7,-0.00564106710954,23.0015270503,23.1251340699,23.0945994794
7.1,0.0072528005694,23.0015270503,23.1251340699,23.0945994794
7.2,-0.00564106710954,23.0015270503,23.1251340699,23.0945994794
7.3,-0.00564106710954,23.0015270503,23.1251340699,23.0713334514
