"Latest: Time (s)","Latest: Temperature 1 (°C)","Latest: Temperature 2 (°C)","Latest: Temperature 3 (°C)","Latest: Force (N)"
0,28.0046306552,27.9378272818,27.8782924383,0.0257877353579
0.1,27.9334708432,27.889908463,27.8782924383,0.0060440004745
0.2,27.9334708432,27.9131412804,27.8782924383,0.0060440004745
0.3,27.9334708432,27.889908463,27.8782924383,0.012490934314
0.4,27.9334708432,27.889908463,27.8782924383,0.012490934314
0.5,27.9334708432,27.8652247144,27.8782924383,-0.000402933364967
0.6,27.9334708432,27.8652247144,27.8782924383,0.012490934314
0.7,27.9334708432,27.889908463,27.9015247432,0.012490934314
0.8,27.9334708432,27.8652247144,27.8782924383,0.0257877353579
0.9,27.9334708432,27.889908463,27.9015247432,0.012490934314
1,27.9334708432,27.889908463,27.8782924383,0.0193408015184
1.1,27.9102371219,27.889908463,27.8782924383,0.012490934314
1.2,27.9334708432,27.889908463,27.9015247432,0.0060440004745
1.3,27.9334708432,27.889908463,27.8782924383,0.0060440004745
1.4,27.9102371219,27.889908463,27.8782924383,0.0060440004745
1.5,27.9334708432,27.889908463,27.8782924383,0.012490934314
1.6,27.9334708432,27.8652247144,27.8782924383,0.012490934314
1.7,27.9334708432,27.889908463,27.8782924383,0.012490934314
1.8,27.9334708432,27.8652247144,27.8782924383,0.0060440004745
1.9,27.9102371219,27.8652247144,27.8782924383,0.012490934314
2,27.9102371219,27.889908463,27.8782924383,0.0257877353579
2.1,27.9102371219,27.8652247144,27.9015247432,0.0193408015184
2.2,27.9334708432,27.8652247144,27.8782924383,0.0060440004745
2.3,27.9102371219,27.889908463,27.8782924383,0.012490934314
2.4,27.9334708432,27.889908463,27.8782924383,0.0257877353579
2.5,27.9334708432,27.889908463,27.8782924383,0.0193408015184
2.6,27.9334708432,27.8652247144,27.8782924383,0.012490934314
2.7,27.9334708432,27.8652247144,27.8782924383,0.0060440004745
2.8,27.9102371219,27.8652247144,27.9015247432,0.0060440004745
2.9,27.9334708432,27.889908463,27.8782924383,0.012490934314
3,27.9334708432,27.8652247144,27.8782924383,0.0257877353579
3.1,27.9334708432,27.8652247144,27.8782924383,0.012490934314
3.2,27.9334708432,27.8652247144,27.8782924383,0.012490934314
3.3,27.9102371219,27.8652247144,27.8782924383,0.0257877353579
3.4,27.9334708432,27.8652247144,27.8782924383,0.0060440004745
3.5,27.9102371219,27.8652247144,27.8782924383,0.0257877353579
3.6,27.9102371219,27.8652247144,27.8782924383,0.0060440004745
3.7,27.9334708432,27.8652247144,27.8782924383,0.012490934314
3.8,27.9334708432,27.889908463,27.9015247432,0.012490934314
3.9,27.9102371219,27.8652247144,27.8782924383,0.0060440004745
4,27.9102371219,27.8652247144,27.9015247432,0.012490934314
4.1,27.9102371219,27.8652247144,27.8782924383,0.0060440004745
4.2,27.9334708432,27.889908463,27.9015247432,0.012490934314
4.3,27.9334708432,27.8652247144,27.8782924383,0.012490934314
4.4,27.9102371219,27.8652247144,27.8782924383,0.012490934314
4.5,27.9334708432,27.8652247144,27.8782924383,0.012490934314
4.6,27.9334708432,27.8652247144,27.8782924383,0.012490934314
4.7,27.9102371219,27.8652247144,27.9015247432,0.0257877353579
4.8,27.9334708432,27.8652247144,27.9015247432,0.012490934314
4.9,27.9102371219,27.8652247144,27.8782924383,0.012490934314
5,27.9334708432,27.8652247144,27.8782924383,0.0060440004745
5.1,27.9102371219,27.8652247144,27.8782924383,0.0060440004745
5.2,27.9102371219,27.8652247144,27.8782924383,0.0060440004745
5.3,27.9102371219,27.8652247144,27.8782924383,0.0257877353579
5.4,27.9334708432,27.8652247144,27.8782924383,0.012490934314
5.5,27.9334708432,27.8652247144,27.8782924383,0.0193408015184
5.6,27.9102371219,27.889908463,27.9015247432,0.0060440004745
5.7,27.9334708432,27.8652247144,27.8782924383,0.0060440004745
5.8,27.9334708432,27.8652247144,27.8782924383,0.012490934314
5.9,27.9334708432,27.8652247144,27.8782924383,0.0060440004745
6,27.9334708432,27.8652247144,27.8782924383,0.012490934314
6.1,27.9102371219,27.8652247144,27.8782924383,0.0060440004745
6.2,27.9102371219,27.8652247144,27.8782924383,0.012490934314
6.3,27.9102371219,27.8652247144,27.8782924383,0.0060440004745
6.4,27.9334708432,27.8652247144,27.8782924383,0.012490934314
6.5,27.9334708432,27.8652247144,27.8782924383,0.012490934314
6.6,27.9334708432,27.8652247144,27.8782924383,0.0193408015184
6.7,27.9334708432,27.8652247144,27.8782924383,0.012490934314
6.8,27.9102371219,27.8652247144,27.8782924383,0.0060440004745
6.9,27.9334708432,27.8652247144,27.8782924383,0.0060440004745
7,27.9334708432,27.8652247144,27.8782924383,0.012490934314
7.1,27.9102371219,27.8652247144,27.8782924383,0.0193408015184
7.2,27.9102371219,27.8652247144,27.8782924383,0.012490934314
7.3,27.9334708432,27.8652247144,27.8782924383,0.0060440004745
7.4,27.9102371219,27.8652247144,27.8782924383,0.012490934314
7.5,27.9334708432,27.8652247144,27.8782924383,0.0193408015184
7.6,27.9102371219,27.8652247144,27.8782924383,0.012490934314
7.7,27.9102371219,27.8652247144,27.8782924383,0.012490934314
7.8,27.9102371219,27.8652247144,27.8782924383,0.0193408015184
7.9,27.9334708432,27.8652247144,27.8782924383,0.012490934314
8,27.9334708432,27.8652247144,27.8782924383,0.012490934314
8.1,27.9334708432,27.8652247144,27.8782924383,0.0193408015184
8.2,27.9334708432,27.8652247144,27.8782924383,0.0193408015184
8.3,27.9102371219,27.8419939931,27.8782924383,0.012490934314
8.4,27.9102371219,27.8652247144,27.8782924383,0.012490934314
8.5,27.9102371219,27.8652247144,27.8782924383,0.012490934314
8.6,27.9102371219,27.8652247144,27.8782924383,0.0193408015184
8.7,27.9102371219,27.8652247144,27.9015247432,0.0060440004745
8.8,27.9334708432,27.8419939931,27.8782924383,0.012490934314
8.9,27.9102371219,27.8652247144,27.8782924383,0.0193408015184
9,27.9334708432,27.8652247144,27.8782924383,0.012490934314
9.1,27.9102371219,27.8652247144,27.8782924383,0.0060440004745
9.2,27.9102371219,27.8652247144,27.8782924383,0.012490934314
9.3,27.9102371219,27.8419939931,27.8782924383,0.012490934314
9.4,27.9102371219,27.8652247144,27.8782924383,0.0060440004745
9.5,27.9102371219,27.8652247144,27.8782924383,0.012490934314
9.6,27.9102371219,27.8652247144,27.9015247432,0.0060440004745
9.7,27.9102371219,27.8652247144,27.8782924383,0.0060440004745
9.8,27.9102371219,27.8652247144,27.8782924383,0.012490934314
9.9,27.9102371219,27.8652247144,27.8782924383,0.012490934314
10,27.9102371219,27.8652247144,27.8782924383,0.0193408015184
10.1,27.9102371219,27.8652247144,27.8782924383,0.0060440004745
10.2,27.9102371219,27.8652247144,27.8782924383,0.0060440004745
10.3,27.9102371219,27.8419939931,27.9015247432,0.0257877353579
10.4,27.9102371219,27.8652247144,27.9015247432,0.012490934314
10.5,27.9102371219,27.8652247144,27.8782924383,0.012490934314
10.6,27.9102371219,27.8652247144,27.8782924383,0.012490934314
10.7,27.9102371219,27.8652247144,27.9015247432,0.0257877353579
10.8,27.9102371219,27.8652247144,27.9015247432,0.0193408015184
10.9,27.9102371219,27.8652247144,27.8782924383,0.012490934314
11,27.9102371219,27.8652247144,27.8782924383,0.0060440004745
11.1,27.9102371219,27.8652247144,27.8782924383,0.0060440004745
11.2,27.9102371219,27.8419939931,27.8782924383,0.012490934314
11.3,27.9102371219,27.8419939931,27.8782924383,0.0060440004745
11.4,27.9102371219,27.8419939931,27.8782924383,0.0193408015184
11.5,27.9102371219,27.8652247144,27.8782924383,0.0060440004745
11.6,27.9102371219,27.8419939931,27.8782924383,0.012490934314
11.7,27.9102371219,27.8419939931,27.9015247432,0.012490934314
11.8,27.9102371219,27.8419939931,27.8782924383,0.012490934314
11.9,27.9102371219,27.8652247144,27.9015247432,0.0060440004745
12,27.9334708432,27.8419939931,27.8782924383,0.0060440004745
12.1,27.9102371219,27.8419939931,27.9015247432,0.0060440004745
12.2,27.9102371219,27.8419939931,27.8782924383,0.0060440004745
12.3,27.9102371219,27.8419939931,27.9015247432,0.0060440004745
12.4,27.9102371219,27.8419939931,27.9015247432,0.0060440004745
12.5,27.9102371219,27.8419939931,27.8782924383,0.0193408015184
12.6,27.9102371219,27.8652247144,27.9015247432,0.012490934314
12.7,27.9102371219,27.8419939931,27.9015247432,0.012490934314
12.8,27.9334708432,27.8419939931,27.8782924383,0.0193408015184
12.9,27.9102371219,27.8419939931,27.8782924383,0.0060440004745
13,27.9334708432,27.8652247144,27.8782924383,0.012490934314
13.1,27.9102371219,27.8419939931,27.8782924383,0.012490934314
13.2,27.9334708432,27.8419939931,27.8782924383,0.0257877353579
13.3,27.9334708432,27.8419939931,27.8782924383,0.0060440004745
13.4,27.9102371219,27.8419939931,27.8782924383,0.0060440004745
13.5,27.9102371219,27.8419939931,27.8782924383,0.0193408015184
13.6,27.9102371219,27.8419939931,27.8782924383,0.012490934314
13.7,27.9102371219,27.8419939931,27.8782924383,0.012490934314
13.8,27.9102371219,27.8419939931,27.8782924383,0.0257877353579
13.9,27.9102371219,27.8419939931,27.8782924383,0.012490934314
14,27.9102371219,27.8419939931,27.9015247432,0.0257877353579
14.1,27.9334708432,27.8419939931,27.8782924383,0.012490934314
14.2,27.9334708432,27.8652247144,27.9015247432,0.0060440004745
14.3,27.9102371219,27.8419939931,27.8782924383,0.0060440004745
14.4,27.9102371219,27.8419939931,27.8782924383,0.0193408015184
14.5,27.9334708432,27.8419939931,27.8782924383,0.012490934314
14.6,27.9334708432,27.8419939931,27.8782924383,0.012490934314
14.7,27.9334708432,27.8419939931,27.8782924383,-0.000402933364967
14.8,27.9334708432,27.8419939931,27.8782924383,0.0257877353579
14.9,27.9334708432,27.8419939931,27.9015247432,-0.000402933364967
