"Latest: Time (s)","Latest: Temperature 1 (°C)","Latest: Temperature 2 (°C)","Latest: Temperature 3 (°C)","Latest: Force (N)"
0,27.8623208192,27.7708560751,27.7592425886,0.0455314702413
0.1,27.8144088082,27.7461777026,27.7592425886,0.0390845364018
0.2,27.8144088082,27.7461777026,27.7592425886,0.0257877353579
0.3,27.8144088082,27.7461777026,27.7592425886,0.0322346691974
0.4,27.8144088082,27.7461777026,27.7592425886,0.0257877353579
0.5,27.7897285055,27.7461777026,27.7592425886,0.0257877353579
0.6,27.8144088082,27.7461777026,27.7592425886,0.0257877353579
0.7,27.8144088082,27.7461777026,27.7592425886,0.0390845364018
0.8,27.8144088082,27.7461777026,27.7592425886,0.0257877353579
0.9,27.8144088082,27.7461777026,27.7824698027,0.0322346691974
1,27.8144088082,27.7461777026,27.7592425886,0.0390845364018
1.1,27.8144088082,27.7461777026,27.7592425886,0.0390845364018
1.2,27.8144088082,27.7461777026,27.7592425886,0.0455314702413
1.3,27.8144088082,27.7461777026,27.7824698027,0.0322346691974
1.4,27.8144088082,27.7461777026,27.7592425886,0.0257877353579
1.5,27.8144088082,27.7461777026,27.7592425886,0.0322346691974
1.6,27.8144088082,27.7461777026,27.7592425886,0.0322346691974
1.7,27.8144088082,27.7708560751,27.7592425886,0.0390845364018
1.8,27.8144088082,27.7461777026,27.7592425886,0.0322346691974
1.9,27.8144088082,27.7461777026,27.7592425886,0.0322346691974
2,27.8144088082,27.7461777026,27.7592425886,0.0390845364018
2.1,27.8144088082,27.7461777026,27.7592425886,0.0322346691974
2.2,27.8144088082,27.7461777026,27.7592425886,0.0322346691974
2.3,27.8376383444,27.7461777026,27.7592425886,0.0257877353579
2.4,27.8376383444,27.7461777026,27.7592425886,0.0390845364018
2.5,27.8144088082,27.7461777026,27.7592425886,0.0322346691974
2.6,27.8144088082,27.7461777026,27.7592425886,0.0257877353579
2.7,27.8144088082,27.7461777026,27.7592425886,0.0322346691974
2.8,27.8376383444,27.7461777026,27.7592425886,0.0390845364018
2.9,27.8144088082,27.7461777026,27.7592425886,0.0390845364018
3,27.8376383444,27.7461777026,27.7592425886,0.0322346691974
3.1,27.8144088082,27.7461777026,27.7592425886,0.0322346691974
