time_talon,time_logger,temp1,temp2,temp3,force,voltage,current,RPM,bus_voltage
91.84899999999993,91.79999999999998,296.3667239931,296.01187573529995,299.18652611159996,-0.048012935369397505,1.765,1.875,-788.818,11.800
91.8639999999998,91.9,296.3667239931,296.0598867802,299.1633393218,-0.030506085061664003,1.765,1.875,-788.965,11.800
91.87999999999988,91.9,296.3667239931,296.0598867802,299.1633393218,-0.030506085061664003,1.765,1.875,-788.232,11.800
91.89599999999996,91.9,296.3667239931,296.0598867802,299.1633393218,-0.030506085061664003,1.761,1.875,-788.232,11.850
91.91199999999981,91.9,296.3667239931,296.0598867802,299.1633393218,-0.030506085061664003,1.772,1.875,-787.061,11.850
91.92799999999988,91.9,296.3667239931,296.0598867802,299.1633393218,-0.030506085061664003,1.761,1.750,-785.01,11.850
91.94299999999998,91.9,296.3667239931,296.0598867802,299.1633393218,-0.030506085061664003,1.761,1.750,-783.838,11.850
91.95899999999983,92.0,296.3667239931,296.0598867802,299.1633393218,-0.0193281091174205,1.772,1.750,-783.838,11.850
91.97499999999991,92.0,296.3667239931,296.0598867802,299.1633393218,-0.0193281091174205,1.761,1.750,-782.227,11.850
91.99099999999999,92.0,296.3667239931,296.0598867802,299.1633393218,-0.0193281091174205,1.761,1.750,-780.908,11.850
92.00599999999986,92.0,296.3667239931,296.0598867802,299.1633393218,-0.0193281091174205,1.761,1.750,-779.883,11.850
92.02199999999993,92.0,296.3667239931,296.0598867802,299.1633393218,-0.0193281091174205,1.753,1.750,-779.883,11.800
92.03800000000001,92.0,296.3667239931,296.0598867802,299.1633393218,-0.0193281091174205,1.742,1.750,-779.297,11.800
92.05399999999986,92.1,296.27077212859996,296.08316261749997,299.1633393218,-0.014114755774763501,1.742,1.750,-778.272,11.800
92.06899999999996,92.1,296.27077212859996,296.08316261749997,299.1633393218,-0.014114755774763501,1.753,1.750,-776.807,11.800
92.08499999999981,92.1,296.27077212859996,296.08316261749997,299.1633393218,-0.014114755774763501,1.753,1.750,-776.807,11.800
92.10099999999989,92.1,296.27077212859996,296.08316261749997,299.1633393218,-0.014114755774763501,1.742,1.750,-775.781,11.800
92.11699999999996,92.1,296.27077212859996,296.08316261749997,299.1633393218,-0.014114755774763501,1.753,1.750,-774.609,11.800
92.13299999999981,92.1,296.27077212859996,296.08316261749997,299.1633393218,-0.014114755774763501,1.749,1.750,-773.438,11.850
92.14799999999991,92.1,296.27077212859996,296.08316261749997,299.1633393218,-0.014114755774763501,1.749,1.750,-773.438,11.850
92.16399999999999,92.19999999999999,296.3667239931,296.0598867802,299.18652611159996,-0.0118837137329845,1.749,1.750,-772.119,11.850
92.17999999999984,92.19999999999999,296.3667239931,296.0598867802,299.18652611159996,-0.0118837137329845,1.749,1.750,-771.387,11.850
92.19599999999991,92.19999999999999,296.3667239931,296.0598867802,299.18652611159996,-0.0118837137329845,1.749,1.750,-770.361,11.850
92.21100000000001,92.19999999999999,296.3667239931,296.0598867802,299.18652611159996,-0.0118837137329845,1.749,1.750,-770.361,11.850
92.22699999999986,92.19999999999999,296.3667239931,296.0598867802,299.18652611159996,-0.0118837137329845,1.738,1.750,-769.482,11.850
92.24299999999994,92.19999999999999,296.3667239931,296.0598867802,299.18652611159996,-0.0118837137329845,1.738,1.750,-768.897,11.850
92.25900000000001,92.29999999999998,296.3667239931,296.0598867802,299.1633393218,-0.009288419929189001,1.749,1.750,-768.164,11.850
92.27399999999989,92.29999999999998,296.3667239931,296.0598867802,299.1633393218,-0.009288419929189001,1.749,1.750,-768.164,11.850
92.28999999999996,92.29999999999998,296.3667239931,296.0598867802,299.1633393218,-0.009288419929189001,1.749,1.750,-767.432,11.850
92.30599999999981,92.29999999999998,296.3667239931,296.0598867802,299.1633393218,-0.009288419929189001,1.749,1.750,-766.113,11.850
92.32199999999989,92.29999999999998,296.3667239931,296.0598867802,299.1633393218,-0.009288419929189001,1.738,1.750,-765.381,11.850
92.33699999999999,92.29999999999998,296.3667239931,296.0598867802,299.1633393218,-0.009288419929189001,1.738,1.750,-765.381,11.850
92.35299999999984,92.4,296.4146915582,296.0598867802,299.18652611159996,-0.010403940950135,1.738,1.750,-764.209,11.850
92.36899999999991,92.4,296.4146915582,296.0598867802,299.18652611159996,-0.010403940950135,1.738,1.750,-763.33,11.850
92.38499999999999,92.4,296.4146915582,296.0598867802,299.18652611159996,-0.010403940950135,1.738,1.750,-762.305,11.850
92.39999999999986,92.4,296.4146915582,296.0598867802,299.18652611159996,-0.010403940950135,1.726,1.750,-762.305,11.850
92.41599999999994,92.4,296.4146915582,296.0598867802,299.18652611159996,-0.010403940950135,1.738,1.750,-761.719,11.850
92.43200000000002,92.4,296.4146915582,296.0598867802,299.18652611159996,-0.010403940950135,1.738,1.750,-760.4,11.850
92.44799999999987,92.4,296.4146915582,296.0598867802,299.18652611159996,-0.010403940950135,1.738,1.750,-758.936,11.850
92.46399999999994,92.5,296.343465003,296.08316261749997,299.18652611159996,-0.035355186642361,1.738,1.750,-758.936,11.850
92.47899999999981,92.5,296.343465003,296.08316261749997,299.18652611159996,-0.035355186642361,1.738,1.750,-757.324,11.850
92.49499999999989,92.5,296.343465003,296.08316261749997,299.18652611159996,-0.035355186642361,1.730,1.750,-756.152,11.800
92.51099999999997,92.5,296.343465003,296.08316261749997,299.18652611159996,-0.035355186642361,1.719,1.750,-755.42,11.800
92.52699999999982,92.5,296.343465003,296.08316261749997,299.18652611159996,-0.035355186642361,1.719,1.750,-755.42,11.800
92.54299999999989,92.5,296.343465003,296.08316261749997,299.18652611159996,-0.035355186642361,1.719,1.750,-754.834,11.800
92.55799999999999,92.6,296.3667239931,296.035154601,299.1155168812,-0.043550851285782996,1.719,1.750,-755.127,11.800
92.57399999999984,92.6,296.3667239931,296.035154601,299.1155168812,-0.043550851285782996,1.719,1.750,-755.566,11.800
92.58999999999992,92.6,296.3667239931,296.035154601,299.1155168812,-0.043550851285782996,1.719,1.750,-755.566,11.800
92.606,92.6,296.3667239931,296.035154601,299.1155168812,-0.043550851285782996,1.707,1.750,-755.566,11.800
92.62199999999984,92.6,296.3667239931,296.035154601,299.1155168812,-0.043550851285782996,1.714,1.750,-755.127,11.850
92.63699999999994,92.6,296.3667239931,296.035154601,299.1155168812,-0.043550851285782996,1.714,1.750,-755.127,11.850
92.65300000000002,92.69999999999999,296.3667239931,296.035154601,299.1633393218,-0.0521107676911085,1.714,1.750,-755.127,11.850
92.66899999999987,92.69999999999999,296.3667239931,296.035154601,299.1633393218,-0.0521107676911085,1.714,1.750,-754.834,11.850
92.68499999999995,92.69999999999999,296.3667239931,296.035154601,299.1633393218,-0.0521107676911085,1.714,1.750,-754.541,11.850
92.69999999999982,92.69999999999999,296.3667239931,296.035154601,299.1633393218,-0.0521107676911085,1.714,1.750,-754.541,11.850
92.7159999999999,92.69999999999999,296.3667239931,296.035154601,299.1633393218,-0.0521107676911085,1.714,1.750,-754.541,11.850
92.73199999999997,92.69999999999999,296.3667239931,296.035154601,299.1633393218,-0.0521107676911085,1.714,1.750,-754.688,11.850
92.74799999999982,92.69999999999999,296.3667239931,296.035154601,299.1633393218,-0.0521107676911085,1.703,1.750,-754.541,11.850
92.76299999999992,92.79999999999998,296.4146915582,296.0598867802,299.18652611159996,-0.05843964205465501,1.703,1.750,-754.395,11.850
92.779,92.79999999999998,296.4146915582,296.0598867802,299.18652611159996,-0.05843964205465501,1.703,1.750,-754.395,11.850
92.79499999999985,92.79999999999998,296.4146915582,296.0598867802,299.18652611159996,-0.05843964205465501,1.714,1.750,-754.541,11.850
92.81099999999992,92.79999999999998,296.4146915582,296.0598867802,299.18652611159996,-0.05843964205465501,1.714,1.750,-754.981,11.850
92.82600000000002,92.79999999999998,296.4146915582,296.0598867802,299.18652611159996,-0.05843964205465501,1.714,1.750,-755.273,11.850
92.84199999999987,92.79999999999998,296.4146915582,296.0598867802,299.18652611159996,-0.05843964205465501,1.703,1.750,-755.273,11.850
92.85799999999995,92.9,296.3667239931,295.9638583654,299.21116220159996,-0.028275043019828503,1.703,1.750,-754.981,11.850
92.87400000000002,92.9,296.3667239931,295.9638583654,299.21116220159996,-0.028275043019828503,1.703,1.750,-754.688,11.850
92.88999999999987,92.9,296.3667239931,295.9638583654,299.21116220159996,-0.028275043019828503,1.703,1.750,-754.395,11.850
92.90499999999997,92.9,296.3667239931,295.9638583654,299.21116220159996,-0.028275043019828503,1.703,1.750,-754.248,11.850
92.92099999999982,92.9,296.3667239931,295.9638583654,299.21116220159996,-0.028275043019828503,1.703,1.750,-754.248,11.850
92.9369999999999,92.9,296.3667239931,295.9638583654,299.21116220159996,-0.028275043019828503,1.703,1.750,-754.541,11.850
92.95299999999997,93.0,296.3667239931,296.035154601,299.1387034705,-0.013386252250956502,1.703,1.750,-755.127,11.850
92.96799999999985,93.0,296.3667239931,296.035154601,299.1387034705,-0.013386252250956502,1.691,1.750,-755.42,11.850
92.98399999999992,93.0,296.3667239931,296.035154601,299.1387034705,-0.013386252250956502,1.691,1.750,-755.42,11.850
93.0,93.0,296.3667239931,296.035154601,299.1387034705,-0.013386252250956502,1.691,1.750,-755.42,11.850
93.01599999999985,93.0,296.3667239931,296.035154601,299.1387034705,-0.013386252250956502,1.691,1.750,-755.713,11.850
93.03099999999995,93.0,296.3667239931,296.035154601,299.1387034705,-0.013386252250956502,1.691,1.750,-756.299,11.850
93.04700000000003,93.0,296.3667239931,296.035154601,299.1387034705,-0.013386252250956502,1.691,1.750,-756.299,11.850
93.06299999999987,93.1,296.3914352425,296.035154601,299.21116220159996,-0.007785881411273499,1.691,1.750,-756.445,11.850
93.07899999999995,93.1,296.3914352425,296.035154601,299.21116220159996,-0.007785881411273499,1.691,1.750,-755.859,11.850
93.09500000000003,93.1,296.3914352425,296.035154601,299.21116220159996,-0.007785881411273499,1.680,1.750,-755.566,11.850
93.1099999999999,93.1,296.3914352425,296.035154601,299.21116220159996,-0.007785881411273499,1.691,1.750,-755.566,11.850
93.12599999999998,93.1,296.3914352425,296.035154601,299.21116220159996,-0.007785881411273499,1.691,1.750,-754.981,11.850
93.14199999999983,93.1,296.3914352425,296.035154601,299.21116220159996,-0.007785881411273499,1.680,1.750,-754.395,11.850
93.1579999999999,93.19999999999999,296.27077212859996,296.08316261749997,299.21116220159996,-0.014114755774763501,1.691,1.750,-754.395,11.850
93.173,93.19999999999999,296.27077212859996,296.08316261749997,299.21116220159996,-0.014114755774763501,1.691,1.750,-753.516,11.850
93.18899999999985,93.19999999999999,296.27077212859996,296.08316261749997,299.21116220159996,-0.014114755774763501,1.680,1.750,-752.93,11.850
93.20499999999993,93.19999999999999,296.27077212859996,296.08316261749997,299.21116220159996,-0.014114755774763501,1.691,1.750,-752.051,11.850
