1970.699,0.399,0.000,0.000,0.125,11.650
1970.717,0.399,0.000,0.000,0.125,11.650
1970.732,0.399,0.000,0.000,0.125,11.650
1970.747,0.399,0.000,0.000,0.125,11.650
1970.761,0.399,0.000,0.000,0.125,11.650
1970.776,0.399,0.000,0.000,0.125,11.650
1970.791,0.399,0.000,0.000,0.125,11.650
1970.806,0.399,0.000,0.000,0.125,11.650
1970.821,0.399,0.000,0.000,0.125,11.650
1970.836,0.399,0.000,0.000,0.125,11.650
1970.850,0.399,0.000,0.000,0.125,11.650
1970.865,0.399,0.000,0.000,0.125,11.650
1970.880,0.398,0.000,0.000,0.125,11.650
1970.895,0.399,0.000,0.000,0.125,11.650
1970.910,0.399,0.000,0.000,0.125,11.650
1970.924,0.399,0.000,0.000,0.125,11.650
1970.939,0.399,0.000,0.000,0.125,11.650
1970.954,0.399,0.000,0.000,0.125,11.650
1970.969,0.399,0.000,0.000,0.125,11.650
1970.984,0.399,0.000,0.000,0.125,11.650
1970.998,0.399,0.000,0.000,0.125,11.650
1971.013,0.399,0.000,0.000,0.125,11.650
1971.028,0.398,0.000,0.000,0.125,11.650
1971.043,0.399,0.000,0.000,0.125,11.650
1971.058,0.399,0.000,0.000,0.125,11.650
1971.073,0.399,0.000,0.000,0.125,11.650
1971.087,0.399,0.000,0.000,0.125,11.650
1971.102,0.399,0.000,0.000,0.125,11.650
1971.117,0.399,0.000,0.000,0.125,11.650
1971.132,0.399,0.000,0.000,0.125,11.650
1971.147,0.399,0.000,0.000,0.125,11.650
1971.161,0.399,0.000,0.000,0.125,11.650
1971.176,0.399,0.000,0.000,0.125,11.650
1971.191,0.399,0.000,0.000,0.125,11.650
1971.206,0.399,0.000,0.000,0.125,11.650
1971.221,0.399,0.000,0.000,0.125,11.650
1971.236,0.399,0.000,0.000,0.125,11.650
1971.250,0.399,0.000,0.000,0.125,11.650
1971.265,0.399,0.000,0.000,0.125,11.650
1971.280,0.399,0.000,0.000,0.125,11.650
1971.295,0.399,0.000,0.000,0.125,11.650
1971.310,0.399,0.000,0.000,0.125,11.650
1971.324,0.399,0.000,0.000,0.125,11.650
1971.339,0.398,0.000,0.000,0.125,11.650
1971.354,0.398,0.000,0.000,0.125,11.650
1971.369,0.399,0.000,0.000,0.125,11.650
1971.384,0.399,0.000,0.000,0.125,11.650
1971.399,0.399,0.000,0.000,0.125,11.650
1971.413,0.399,0.000,0.000,0.125,11.650
1971.428,0.399,0.000,0.000,0.125,11.650
1971.443,0.398,0.000,0.000,0.125,11.650
1971.458,0.398,0.000,0.000,0.125,11.650
1971.473,0.399,0.000,0.000,0.125,11.650
1971.488,0.399,0.000,0.000,0.125,11.650
1971.502,0.399,0.000,0.000,0.125,11.650
1971.517,0.399,0.000,0.000,0.125,11.650
1971.532,0.399,0.000,0.000,0.125,11.650
1971.547,0.398,0.000,0.000,0.125,11.650
1971.562,0.398,0.000,0.000,0.125,11.650
1971.577,0.399,0.000,0.000,0.125,11.650
1971.591,0.399,0.000,0.000,0.125,11.650
1971.606,0.399,0.000,0.000,0.125,11.650
1971.621,0.399,0.000,0.000,0.125,11.650
1971.636,0.399,0.000,0.000,0.125,11.650
1971.651,0.399,0.000,0.000,0.125,11.650
1971.665,0.399,0.000,0.000,0.125,11.650
1971.680,0.399,0.000,0.000,0.125,11.650
1971.695,0.399,0.000,0.000,0.125,11.650
1971.710,0.399,0.000,0.000,0.125,11.650
1971.725,0.399,0.000,0.000,0.125,11.650
1971.740,0.399,0.000,0.000,0.125,11.650
1971.755,0.399,0.000,0.000,0.125,11.650
1971.770,0.399,0.000,0.000,0.125,11.650
1971.784,0.399,0.000,0.000,0.125,11.650
1971.799,0.399,0.000,0.000,0.125,11.650
1971.814,0.399,0.000,0.000,0.125,11.650
1971.829,0.399,0.000,0.000,0.125,11.650
1971.844,0.399,0.000,0.000,0.125,11.650
1971.859,0.399,0.000,0.000,0.125,11.650
1971.873,0.399,0.000,0.000,0.125,11.650
1971.888,0.399,0.000,0.000,0.125,11.650
1971.903,0.399,0.000,0.000,0.125,11.650
1971.918,0.399,0.000,0.000,0.125,11.650
1971.933,0.399,0.000,0.000,0.125,11.650
1971.947,0.399,0.000,0.000,0.125,11.650
1971.962,0.399,0.000,0.000,0.125,11.650
1971.977,0.399,0.000,0.000,0.125,11.650
1971.992,0.399,0.000,0.000,0.125,11.650
1972.006,0.399,0.000,0.000,0.125,11.650
1972.021,0.399,0.000,0.000,0.125,11.650
1972.036,0.399,0.000,0.000,0.125,11.650
1972.051,0.398,0.000,0.000,0.125,11.650
1972.066,0.398,0.000,0.000,0.125,11.650
1972.081,0.399,0.000,0.000,0.125,11.650
1972.095,0.399,0.000,0.000,0.125,11.650
1972.110,0.399,0.000,0.000,0.125,11.650
1972.125,0.399,0.000,0.000,0.125,11.650
1972.140,0.398,0.000,0.000,0.125,11.650
1972.155,0.399,0.000,0.000,0.125,11.650
1972.170,0.399,0.000,0.000,0.125,11.650
1972.184,0.399,0.000,0.000,0.125,11.650
1972.199,0.398,0.000,0.000,0.125,11.650
1972.214,0.398,0.000,0.000,0.125,11.650
1972.229,0.399,0.000,0.000,0.125,11.650
1972.244,0.399,0.000,0.000,0.125,11.650
1972.258,0.399,0.000,0.000,0.125,11.650
1972.273,0.399,0.000,0.000,0.125,11.650
1972.288,0.399,0.000,0.000,0.125,11.650
1972.303,0.399,0.000,0.000,0.125,11.650
1972.318,0.399,0.000,0.000,0.125,11.650
1972.333,0.399,0.000,0.000,0.125,11.650
1972.347,0.399,0.000,0.000,0.125,11.650
1972.362,0.399,0.000,0.000,0.125,11.650
1972.377,0.399,0.000,0.000,0.125,11.650
1972.392,0.399,0.000,0.000,0.125,11.650
1972.407,0.399,0.000,0.000,0.125,11.650
1972.421,0.399,0.000,0.000,0.125,11.650
1972.436,0.399,0.000,0.000,0.125,11.650
1972.451,0.399,0.000,0.000,0.125,11.650
1972.466,0.399,0.000,0.000,0.125,11.650
1972.481,0.399,0.000,0.000,0.125,11.650
1972.496,0.399,0.000,0.000,0.125,11.650
1972.510,0.399,0.000,0.000,0.125,11.650
1972.525,0.399,0.000,0.000,0.125,11.650
1972.540,0.399,0.000,0.000,0.125,11.650
1972.555,0.399,0.000,0.000,0.125,11.650
1972.570,0.399,0.000,0.000,0.125,11.650
1972.585,0.399,0.000,0.000,0.125,11.650
1972.599,0.399,0.000,0.000,0.125,11.650
1972.614,0.399,0.000,0.000,0.125,11.650
1972.629,0.399,0.000,0.000,0.125,11.650
1972.644,0.399,0.000,0.000,0.125,11.650
1972.659,0.399,0.000,0.000,0.125,11.650
1972.673,0.399,0.000,0.000,0.125,11.650
1972.688,0.399,0.000,0.000,0.125,11.650
1972.703,0.399,0.000,0.000,0.125,11.650
1972.718,0.399,0.000,0.000,0.125,11.650
1972.733,0.399,0.000,0.000,0.125,11.650
1972.748,0.399,0.000,0.000,0.125,11.650
1972.762,0.399,0.000,0.000,0.125,11.650
1972.777,0.399,0.000,0.000,0.125,11.650
1972.792,0.399,0.000,0.000,0.125,11.650
1972.807,0.398,0.000,0.000,0.125,11.650
1972.822,0.398,0.000,0.000,0.125,11.650
1972.837,0.399,0.000,0.000,0.125,11.650
1972.851,0.399,0.000,0.000,0.125,11.650
1972.866,0.399,0.000,0.000,0.125,11.650
1972.881,0.398,0.000,0.000,0.125,11.650
1972.896,0.399,0.000,0.000,0.125,11.650
1972.911,0.399,0.000,0.000,0.125,11.650
1972.926,0.399,0.000,0.000,0.125,11.650
1972.941,0.399,0.000,0.000,0.125,11.650
1972.955,0.399,0.000,0.000,0.125,11.650
1972.970,0.399,0.000,0.000,0.125,11.650
1972.985,0.399,0.000,0.000,0.125,11.650
1973.000,0.399,0.000,0.000,0.125,11.650
1973.015,0.399,0.000,0.000,0.125,11.650
1973.030,0.399,0.000,0.000,0.125,11.650
1973.045,0.398,0.000,0.000,0.125,11.650
1973.059,0.399,0.000,0.000,0.125,11.650
1973.074,0.399,0.000,0.000,0.125,11.650
1973.089,0.399,0.000,0.000,0.125,11.650
1973.104,0.399,0.000,0.000,0.125,11.650
1973.119,0.399,0.000,0.000,0.125,11.650
1973.133,0.399,0.000,0.000,0.125,11.650
1973.148,0.399,0.000,0.000,0.125,11.650
1973.163,0.398,0.000,0.000,0.125,11.650
1973.178,0.398,0.000,0.000,0.125,11.650
1973.193,0.399,0.000,0.000,0.125,11.650
1973.208,0.399,0.000,0.000,0.125,11.650
1973.222,0.399,0.000,0.000,0.125,11.650
1973.237,0.399,0.000,0.000,0.125,11.650
1973.252,0.398,0.000,0.000,0.125,11.650
1973.267,0.399,0.000,0.000,0.125,11.650
1973.282,0.399,0.000,0.000,0.125,11.650
1973.296,0.398,0.000,0.000,0.125,11.650
1973.311,0.399,0.000,0.000,0.125,11.650
1973.326,0.399,0.000,0.000,0.125,11.650
1973.341,0.399,0.000,0.000,0.125,11.650
1973.356,0.399,0.000,0.000,0.125,11.650
1973.371,0.399,0.000,0.000,0.125,11.650
1973.385,0.399,0.000,0.000,0.125,11.650
1973.400,0.399,0.000,0.000,0.125,11.650
1973.415,0.399,0.000,0.000,0.125,11.650
1973.430,0.399,0.000,0.000,0.125,11.650
1973.445,0.399,0.000,0.000,0.125,11.650
1973.459,0.399,0.000,0.000,0.125,11.650
1973.474,0.399,0.000,0.000,0.125,11.650
1973.489,0.399,0.000,0.000,0.125,11.650
1973.504,0.399,0.000,0.000,0.125,11.650
1973.519,0.399,0.000,0.000,0.125,11.650
1973.534,0.399,0.000,0.000,0.125,11.650
1973.549,0.399,0.000,0.000,0.125,11.650
1973.563,0.399,0.000,0.000,0.125,11.650
1973.578,0.399,0.000,0.000,0.125,11.650
1973.593,0.398,0.000,0.000,0.125,11.650
1973.608,0.399,0.000,0.000,0.125,11.650
1973.622,0.399,0.000,0.000,0.125,11.650
1973.637,0.399,0.000,0.000,0.125,11.650
1973.652,0.398,0.000,0.000,0.125,11.650
1973.667,0.398,0.000,0.000,0.125,11.650
1973.682,0.398,0.000,0.000,0.125,11.650
1973.696,0.399,0.000,0.000,0.125,11.650
1973.711,0.399,0.000,0.000,0.125,11.650
1973.726,0.399,0.000,0.000,0.125,11.650
1973.740,0.399,0.000,0.000,0.125,11.650
1973.755,0.399,0.000,0.000,0.125,11.650
1973.770,0.399,0.000,0.000,0.125,11.650
1973.785,0.399,0.000,0.000,0.125,11.650
1973.799,0.399,0.000,0.000,0.125,11.650
1973.814,0.399,0.000,0.000,0.125,11.650
1973.829,0.399,0.000,0.000,0.125,11.650
1973.843,0.398,0.000,0.000,0.125,11.650
1973.858,0.398,0.000,0.000,0.125,11.650
1973.873,0.398,0.000,0.000,0.125,11.650
1973.887,0.399,0.000,0.000,0.125,11.650
1973.902,0.399,0.000,0.000,0.125,11.650
1973.917,0.399,0.000,0.000,0.125,11.650
1973.931,0.399,0.000,0.000,0.125,11.650
1973.946,0.399,0.000,0.000,0.125,11.650
1973.961,0.399,0.000,0.000,0.125,11.650
1973.976,0.399,0.000,0.000,0.125,11.650
1973.990,0.398,0.000,0.000,0.125,11.650
1974.005,0.399,0.000,0.000,0.125,11.650
1974.020,0.399,0.000,0.000,0.125,11.650
1974.034,0.399,0.000,0.000,0.125,11.650
1974.049,0.399,0.000,0.000,0.125,11.650
1974.064,0.399,0.000,0.000,0.125,11.650
1974.079,0.399,0.000,0.000,0.125,11.650
1974.093,0.399,0.000,0.000,0.125,11.650
1974.108,0.399,0.000,0.000,0.125,11.650
1974.123,0.399,0.000,0.000,0.125,11.650
1974.137,0.399,0.000,0.000,0.125,11.650
1974.152,0.399,0.000,0.000,0.125,11.650
1974.167,0.399,0.000,0.000,0.125,11.650
1974.181,0.399,0.000,0.000,0.125,11.650
1974.196,0.399,0.000,0.000,0.125,11.650
1974.211,0.399,0.000,0.000,0.125,11.650
1974.225,0.399,0.000,0.000,0.125,11.650
1974.240,0.398,0.000,0.000,0.125,11.650
1974.255,0.399,0.000,0.000,0.125,11.650
1974.269,0.399,0.000,0.000,0.125,11.650
1974.284,0.399,0.000,0.000,0.125,11.650
1974.299,0.398,0.000,0.000,0.125,11.650
1974.313,0.398,0.000,0.000,0.125,11.650
1974.328,0.399,0.000,0.000,0.125,11.650
1974.343,0.399,0.000,0.000,0.125,11.650
1974.357,0.399,0.000,0.000,0.125,11.650
1974.372,0.399,0.000,0.000,0.125,11.650
1974.387,0.399,0.000,0.000,0.125,11.650
1974.401,0.398,0.000,0.000,0.125,11.650
1974.416,0.398,0.000,0.000,0.125,11.650
1974.431,0.398,0.000,0.000,0.125,11.650
1974.446,0.398,0.000,0.000,0.125,11.650
1974.460,0.398,0.000,0.000,0.125,11.650
1974.475,0.398,0.000,0.000,0.125,11.650
1974.490,0.399,0.000,0.000,0.125,11.650
1974.504,0.399,0.000,0.000,0.125,11.650
1974.519,0.399,0.000,0.000,0.125,11.650
1974.534,0.399,0.000,0.000,0.125,11.650
1974.548,0.399,0.000,0.000,0.125,11.650
1974.563,0.399,0.000,0.000,0.125,11.650
1974.578,0.399,0.000,0.000,0.125,11.650
1974.593,0.399,0.000,0.000,0.125,11.650
1974.607,0.399,0.000,0.000,0.125,11.650
1974.622,0.399,0.000,0.000,0.125,11.650
1974.637,0.399,0.000,0.000,0.125,11.650
1974.651,0.399,0.000,0.000,0.125,11.650
1974.666,0.398,0.000,0.000,0.125,11.650
1974.680,0.399,0.000,0.000,0.125,11.650
1974.695,0.398,0.000,0.000,0.125,11.650
1974.710,0.398,0.000,0.000,0.125,11.650
1974.725,0.399,0.000,0.000,0.125,11.650
1974.739,0.399,0.000,0.000,0.125,11.650
1974.754,0.399,0.000,0.000,0.125,11.650
1974.769,0.399,0.000,0.000,0.125,11.650
1974.783,0.398,0.000,0.000,0.125,11.650
1974.798,0.398,0.000,0.000,0.125,11.650
1974.813,0.399,0.000,0.000,0.125,11.650
1974.827,0.399,0.000,0.000,0.125,11.650
1974.842,0.399,0.000,0.000,0.125,11.650
1974.857,0.399,0.000,0.000,0.125,11.650
1974.871,0.398,0.000,0.000,0.125,11.650
1974.886,0.399,0.000,0.000,0.125,11.650
1974.901,0.399,0.000,0.000,0.125,11.650
1974.915,0.399,0.000,0.000,0.125,11.650
1974.930,0.399,0.000,0.000,0.125,11.650
1974.945,0.399,0.000,0.000,0.125,11.650
1974.959,0.399,0.000,0.000,0.125,11.650
1974.974,0.399,0.000,0.000,0.125,11.650
1974.989,0.399,0.000,0.000,0.125,11.650
1975.004,0.399,0.000,0.000,0.125,11.650
1975.018,0.399,0.000,0.000,0.125,11.650
1975.033,0.398,0.000,0.000,0.125,11.650
1975.048,0.398,0.000,0.000,0.125,11.650
1975.062,0.399,0.000,0.000,0.125,11.650
1975.077,0.399,0.000,0.000,0.125,11.650
1975.092,0.399,0.000,0.000,0.125,11.650
1975.106,0.399,0.000,0.000,0.125,11.650
1975.121,0.399,0.000,0.000,0.125,11.650
1975.136,0.399,0.000,0.000,0.125,11.650
1975.150,0.399,0.000,0.000,0.125,11.650
1975.165,0.398,0.000,0.000,0.125,11.650
1975.180,0.399,0.000,0.000,0.125,11.650
1975.195,0.399,0.000,0.000,0.125,11.650
1975.209,0.399,0.000,0.000,0.125,11.650
1975.224,0.399,0.000,0.000,0.125,11.650
1975.239,0.399,0.000,0.000,0.125,11.650
1975.253,0.399,0.000,0.000,0.125,11.650
1975.268,0.399,0.000,0.000,0.125,11.650
1975.283,0.399,0.000,0.000,0.125,11.650
1975.298,0.399,0.000,0.000,0.125,11.650
1975.313,0.399,0.000,0.000,0.125,11.650
1975.327,0.399,0.000,0.000,0.125,11.650
1975.342,0.399,0.000,0.000,0.125,11.650
1975.357,0.399,0.000,0.000,0.125,11.650
1975.371,0.399,0.000,0.000,0.125,11.650
1975.386,0.399,0.000,0.000,0.125,11.650
1975.401,0.398,0.000,0.000,0.125,11.650
1975.416,0.399,0.000,0.000,0.125,11.650
1975.430,0.399,0.000,0.000,0.125,11.650
1975.445,0.399,0.000,0.000,0.125,11.650
1975.460,0.399,0.000,0.000,0.125,11.650
1975.474,0.399,0.000,0.000,0.125,11.650
1975.489,0.399,0.000,0.000,0.125,11.650
1975.504,0.399,0.000,0.000,0.125,11.650
1975.518,0.399,0.000,0.000,0.125,11.650
1975.533,0.399,0.000,0.000,0.125,11.650
1975.548,0.399,0.000,0.000,0.125,11.650
1975.562,0.399,0.000,0.000,0.125,11.650
1975.577,0.399,0.000,0.000,0.125,11.650
1975.592,0.399,0.000,0.000,0.125,11.650
1975.606,0.399,0.000,0.000,0.125,11.650
1975.621,0.399,0.000,0.000,0.125,11.650
1975.636,0.399,0.000,0.000,0.125,11.650
1975.651,0.398,0.000,0.000,0.125,11.650
1975.665,0.399,0.000,0.000,0.125,11.650
1975.680,0.399,0.000,0.000,0.125,11.650
1975.695,0.398,0.000,0.000,0.125,11.650
1975.709,0.398,0.000,0.000,0.125,11.650
1975.724,0.399,0.000,0.000,0.125,11.650
1975.739,0.399,0.000,0.000,0.125,11.650
1975.754,0.399,0.000,0.000,0.125,11.650
1975.768,0.399,0.000,0.000,0.125,11.650
1975.783,0.399,0.000,0.000,0.125,11.650
1975.798,0.399,0.000,0.000,0.125,11.650
1975.812,0.399,0.000,0.000,0.125,11.650
1975.827,0.399,0.000,0.000,0.125,11.650
1975.842,0.399,0.000,0.000,0.125,11.650
1975.857,0.399,0.000,0.000,0.125,11.650
1975.871,0.399,0.000,0.000,0.125,11.650
1975.886,0.399,0.000,0.000,0.125,11.650
